# Export texte de la base — tables par modèle
Généré: 2025-08-14 17:22:02
Fichier source: /Users/HouDa/PycharmProjects/ParcInfo/export_all_tables.json

## Résumé
• Modèles: 20
• Enregistrements: 2089
• Répartition par modèle:
  - auth.group: 4
  - chatbot.chatbotinteraction: 1470
  - chatbot.chatmessage: 14
  - chatbot.documentvector: 307
  - chatbot.intentexample: 3
  - commande_bureau.commandebureau: 1
  - commande_bureau.descriptionbureau: 96
  - commande_bureau.designationbureau: 26
  - commande_bureau.lignecommandebureau: 1
  - commande_informatique.commande: 2
  - commande_informatique.description: 64
  - commande_informatique.designation: 28
  - commande_informatique.lignecommande: 3
  - demande_equipement.archivedecharge: 5
  - demande_equipement.demandeequipement: 10
  - fournisseurs.fournisseur: 42
  - livraison.livraison: 3
  - materiel_bureautique.materielbureau: 1
  - materiel_informatique.materielinformatique: 5
  - users.customuser: 4

## Détails par modèle

Model: auth.group  (rows: 4)
|--|-------------------------|------------------------------------------------------------|
|pk|name                     |permissions                                                 |
|--|-------------------------|------------------------------------------------------------|
|1 |Super Admin              |[1, 2, 3, 4, 9, 10, 11, 12, 5, 6, 7, 8, 53, 54, 55, 56, 57,…|
|2 |Gestionnaire Informatique|[]                                                          |
|3 |Gestionnaire Bureau      |[]                                                          |
|4 |Employe                  |[]                                                          |
|--|-------------------------|------------------------------------------------------------|

Model: chatbot.chatbotinteraction  (rows: 1470)
|----|--------------------------|------------------------------------------------------------|-----------|---------------------|-------------|-----------|------------------------|------------------------------------------------------------|
|995 |recherche_materiel        |Veuillez spécifier un code inventaire, un numéro de série o…|1          |default              |False        |0          |2025-08-11T19:41:44.675Z|Où est le matériel avec le code cd12                        |
|996 |liste_fournisseurs        |Aucun fournisseur n'a fourni plus de 2 commandes.           |1          |default              |False        |0          |2025-08-11T19:41:48.895Z|Quels fournisseurs ont fourni plus de 2 commandes informati…|
|997 |statistics                |Statistiques :\n• Matériel total : 6\n- Informatique : 5\n-…|1          |default              |False        |0          |2025-08-11T19:41:54.169Z|Combien de matériels informatiques sont affectés, excluant …|
|998 |unknown                   |• Demande #12 : Lenovo ThinkSystem DE2000H (Demandeur: empl…|1          |default              |False        |0          |2025-08-11T19:42:03.357Z|Liste les demandes approuvées en juillet 2025 avec matériel…|
|999 |statut_livraison          |**Statut des livraisons :**\n**Liste des livraisons :**\n- …|1          |default              |False        |0          |2025-08-11T19:42:05.670Z|Compare les retards pour '123' vs '789'                     |
|1000|unknown                   |• Moyenne des garanties pour commandes bureautiques après 0…|1          |default              |False        |0          |2025-08-11T19:42:16.715Z|Moyenne des garanties pour commandes bureautiques après 01/…|
|1001|statut_livraison          |**Statut des livraisons :**\n**Liste des livraisons :**\n- …|1          |default              |False        |0          |2025-08-11T19:42:22.016Z|Liste les livraisons retardées de plus de 7 jours           |
|1002|statistics                |Statistiques :\n• Matériel total : 6\n- Informatique : 5\n-…|1          |default              |False        |0          |2025-08-11T19:42:26.615Z|Moyenne des garanties pour commandes bureautiques après 01/…|
|1003|liste_materiel            |**Matériel informatique:**\n- cd14: affecte (Lieu: etage1, …|1          |default              |False        |0          |2025-08-11T19:42:31.067Z|Liste tout le matériel informatique en service ou affecté   |
|1004|recherche_materiel        |Veuillez spécifier un code inventaire, un numéro de série o…|1          |default              |False        |0          |2025-08-11T19:42:35.456Z|Où est le matériel avec le code cd13 et son numéro de série'|
|1005|unknown                   |• Nous avons 2 matériels informatiques :\n	+ cd13 : Lenovo …|1          |default              |False        |0          |2025-08-11T19:44:45.888Z|Liste tout le matériel bureautique en service ou affecté Dé…|
|1006|unknown                   |• cd13 : Statut = Affecte, Lieu = Étagé 1, Utilisateur = Ge…|1          |default              |False        |0          |2025-08-11T19:44:55.171Z|Liste tout le matériel bureautique en service ou affecté    |
|1007|unknown                   |• cd13 : Lenovo ThinkSystem DE2000H\n• cd12 : Lenovo ThinkS…|1          |default              |False        |0          |2025-08-11T19:47:18.292Z|"Liste tout le matériel bureautique en service"             |
|1008|unknown                   |• cd13 : Lenovo ThinkSystem DE2000H\n• cd12 : Lenovo ThinkS…|1          |default              |False        |0          |2025-08-11T19:50:35.427Z|"Liste tout le matériel bureautique en service"             |
|1009|liste_materiel            |**Matériel informatique:**\n- cd14: affecte (Lieu: etage1, …|1          |default              |False        |0          |2025-08-11T19:53:09.315Z|Liste du matériel informatique                              |
|1010|unknown                   |• cd13 : Lenovo ThinkSystem DE2000H\n• cd12 : Lenovo ThinkS…|1          |default              |False        |0          |2025-08-11T19:53:18.553Z|"Liste tout le matériel bureautique en service"             |
|1011|liste_materiel            |**Matériel informatique:**\n- cd14: affecte (Lieu: etage1, …|1          |default              |False        |0          |2025-08-11T19:54:28.004Z|"Liste tout le matériel bureautique en service"             |
|1012|liste_materiel            |**Matériel informatique:**\n- cd14: affecte (Lieu: etage1, …|1          |default              |False        |0          |2025-08-11T19:55:58.103Z|"Liste tout le matériel bureautique en service"             |
|1013|liste_materiel            |**Matériel informatique:**\n- cd14: affecte (Lieu: etage1, …|1          |default              |False        |0          |2025-08-11T19:56:00.538Z|Liste du matériel informatique                              |
|1014|unknown                   |• Commande Informatique: 123, Date commande: 2025-07-01\n• …|1          |default              |False        |0          |2025-08-11T19:58:10.464Z|Commandes ce mois-ci                                        |
|1015|liste_materiel            |**Matériel informatique:**\n- cd14: affecte (Lieu: etage1, …|1          |default              |False        |0          |2025-08-11T19:58:13.260Z|Liste du matériel informatique                              |
|1016|liste_materiel            |**Matériel informatique:**\n- ADD/INFO/010: Baie (Série: 12…|1          |default              |False        |0          |2025-08-11T19:59:31.069Z|Liste du matériel informatique                              |
|1017|unknown                   |• Nous avons 2 commandes informatiques :\n• 123 : Date comm…|1          |default              |False        |0          |2025-08-11T19:59:51.800Z|Commandes ce mois-ci                                        |
|1018|liste_fournisseurs        |Aucun fournisseur n'a fourni plus de 2 commandes.           |1          |default              |False        |0          |2025-08-11T19:59:56.940Z|Fournisseurs partenaires                                    |
|1019|unknown                   |Une erreur est survenue lors du traitement de votre demande…|1          |default              |False        |0          |2025-08-11T19:59:58.723Z|Statistiques du parc                                        |
|1020|liste_fournisseurs        |Aucun fournisseur n'a fourni plus de 2 commandes.           |1          |default              |False        |0          |2025-08-11T20:00:10.156Z|liste des fournisseurs                                      |
|1021|unknown                   |Une erreur est survenue lors du traitement de votre demande…|1          |default              |False        |0          |2025-08-11T20:00:19.479Z|Statistiques du parc                                        |
|1022|recherche_materiel        |Aucun matériel ne correspond à votre recherche.             |1          |default              |False        |0          |2025-08-11T20:00:20.852Z|Rechercher PC-1234                                          |
|1023|liste_fournisseurs        |Aucun fournisseur n'a fourni plus de 2 commandes.           |1          |default              |False        |0          |2025-08-11T20:00:23.688Z|Fournisseurs partenaires                                    |
|1024|unknown                   |• Nous avons 2 commandes informatiques :\n	+ BC123 (2025-07…|1          |default              |False        |0          |2025-08-11T20:00:30.005Z|Commandes ce mois-ci                                        |
|1025|liste_materiel            |**Matériel informatique:**\n- ADD/INFO/010: Baie (Série: 12…|1          |default              |False        |0          |2025-08-11T20:00:30.345Z|Liste du matériel informatique                              |
|1026|recherche_materiel        |Veuillez spécifier un code inventaire, un numéro de série o…|1          |default              |False        |0          |2025-08-11T20:01:11.108Z|Où est le matériel avec le code cd13 et quel est son numéro…|
|1027|statistiques              |**Statistiques :**\n• **Matériel total :** 6\n  - Informati…|1          |default              |False        |0          |2025-08-11T20:01:52.722Z|Combien de matériels sont affectés à chaque utilisateur, tr…|
|1028|demandes_equipement       |Aucune demande de matériel trouvée.                         |1          |default              |False        |0          |2025-08-11T20:02:03.956Z|Liste les demandes d'équipement approuvées après le 30/07/2…|
|1029|recherche_materiel        |**Matériel bureau trouvé:**\n• Code inventaire: ADD/INFO/01…|1          |default              |False        |0          |2025-08-11T20:02:17.430Z|Cherche le code 'ADD/INFO/01094' et suggère des alternative…|
|1030|unknown                   |• Commande Bureau: AOO2025, Fournisseur: AEBDM, Mode passat…|1          |default              |False        |0          |2025-08-11T20:02:34.426Z|Quelle est la moyenne des prix unitaires pour les lignes de…|
|1031|liste_materiel            |**Matériel informatique:**\n- ADD/INFO/010: Baie (Série: 12…|1          |default              |False        |0          |2025-08-11T22:47:00.764Z|Liste du matériel informatique                              |
|1032|statut_livraison          |**Statut des livraisons :**\n**Liste des livraisons :**\n- …|1          |default              |False        |0          |2025-08-11T23:10:00.888Z|Quel est le statut de la livraison pour la commande BC23 ?  |
|1033|unknown                   |Résolution de la question :\n\nFournisseurs disponibles : •…|1          |default              |False        |0          |2025-08-11T23:10:23.578Z|Liste tous les fournisseurs disponibles avec leur ICE.      |
|1034|statut_livraison          |**Statut des livraisons :**\n**Liste des livraisons :**\n- …|1          |default              |False        |0          |2025-08-11T23:10:49.315Z|Combien de livraisons sont en retard au 12 août 2025 ?      |
|1035|recherche_materiel        |Aucun matériel ne correspond à votre recherche.             |1          |default              |False        |0          |2025-08-11T23:11:02.737Z|Recherche le matériel avec code inventaire PC-123.          |
|1036|demandes_equipement       |Aucune demande de matériel trouvée.                         |1          |default              |False        |0          |2025-08-11T23:11:11.317Z|Quelles sont les demandes d'équipement en attente ?         |
|1037|unknown                   |Information non disponible dans les données actuelles.\n\nS…|1          |default              |False        |0          |2025-08-11T23:11:23.489Z|Statistiques : Nombre total de commandes informatiques ce m…|
|1038|recherche_materiel        |Aucun matériel ne correspond à votre recherche.             |1          |default              |False        |0          |2025-08-11T23:11:25.617Z|Où est le serveur SRV-001 affecté ?                         |
|1039|unknown                   |Information non disponible dans les données actuelles.\n\nS…|1          |default              |False        |0          |2025-08-11T23:11:43.783Z|Liste des commandes bureautiques récentes (depuis juillet 2…|
|1040|unknown                   |Aucune donnée disponible pour répondre à cette question.\n\…|1          |default              |False        |0          |2025-08-11T23:11:50.634Z|Quel est le montant total HT pour la commande AOO2025 ?     |
|1041|liste_fournisseurs        |Aucun fournisseur n'a fourni plus de 2 commandes.           |1          |default              |False        |0          |2025-08-11T23:11:54.595Z|Aide : Quelles fonctionnalités supportes-tu pour les fourni…|
|1042|unknown                   |Information non disponible dans les données actuelles.\n\nS…|1          |default              |False        |0          |2025-08-11T23:12:03.189Z|Top 3 fournisseurs par nombre de commandes.                 |
|1043|statistiques              |**Statistiques :**\n• **Matériel total :** 6\n  - Informati…|1          |default              |False        |0          |2025-08-11T23:12:08.463Z|Statut du matériel en service pour les PC.                  |
|1044|statut_livraison          |**Statut des livraisons :**\n**Liste des livraisons :**\n- …|1          |default              |False        |0          |2025-08-11T23:12:13.369Z|Livraisons prévues entre le 1er et le 31 août 2025.         |
|1045|recherche_materiel        |Veuillez spécifier un code inventaire, un numéro de série o…|1          |default              |False        |0          |2025-08-11T23:12:20.163Z|Recherche par numéro de série pour un ordinateur.           |
|1046|statistiques              |**Statistiques :**\n• **Matériel total :** 6\n  - Informati…|1          |default              |False        |0          |2025-08-11T23:12:26.719Z|Combien d'utilisateurs ont du matériel affecté ?            |
|1047|liste_fournisseurs        |Aucun fournisseur n'a fourni plus de 2 commandes.           |1          |default              |False        |0          |2025-08-11T23:26:32.948Z|Liste des fournisseurs disponibles avec leur ICE            |
|1048|statut_livraison          |**Statut des livraisons :**\n**Liste des livraisons :**\n- …|1          |default              |False        |0          |2025-08-11T23:26:42.145Z|Quel est le statut de la livraison pour la commande BC23 ?  |
|1049|statut_livraison          |**Statut des livraisons :**\n**Liste des livraisons :**\n- …|1          |default              |False        |0          |2025-08-11T23:26:48.399Z|Combien de livraisons sont en retard au 12 août 2025 ?      |
|1050|recherche_materiel        |Aucun matériel ne correspond à votre recherche.             |1          |default              |False        |0          |2025-08-11T23:26:55.849Z|Recherche le matériel avec code inventaire PC-123           |
|1051|demandes_equipement       |Aucune demande de matériel trouvée.                         |1          |default              |False        |0          |2025-08-11T23:27:04.762Z|Quelles sont les demandes d'équipement en attente ?         |
|1052|unknown                   |Information non disponible dans les données actuelles.\n\nS…|1          |default              |False        |0          |2025-08-11T23:27:24.391Z|Statistiques : Nombre total de commandes informatiques ce m…|
|1053|recherche_materiel        |Aucun matériel ne correspond à votre recherche.             |1          |default              |False        |0          |2025-08-11T23:27:30.744Z|Où est le serveur SRV-001 affecté ?                         |
|1054|unknown                   |Liste des commandes bureautiques récentes (depuis juillet 2…|1          |default              |False        |0          |2025-08-11T23:27:48.158Z|Liste des commandes bureautiques récentes (depuis juillet 2…|
|1055|unknown                   |Aucune donnée disponible pour répondre à cette question.\n\…|1          |default              |False        |0          |2025-08-11T23:27:56.101Z|Quel est le montant total HT pour la commande AOO2025 ?     |
|1056|liste_fournisseurs        |Aucun fournisseur n'a fourni plus de 2 commandes.           |1          |default              |False        |0          |2025-08-11T23:28:04.002Z|Aide : Quelles fonctionnalités supportes-tu pour les fourni…|
|1057|unknown                   |Information non disponible dans les données actuelles.\n\nS…|1          |default              |False        |0          |2025-08-11T23:28:12.909Z|Top 3 fournisseurs par nombre de commandes                  |
|1058|statistiques              |**Statistiques :**\n• **Matériel total :** 6\n  - Informati…|1          |default              |False        |0          |2025-08-11T23:28:17.923Z|Statut du matériel en service pour les PC                   |
|1059|statut_livraison          |**Statut des livraisons :**\n**Liste des livraisons :**\n- …|1          |default              |False        |0          |2025-08-11T23:28:22.541Z|Livraisons prévues entre le 1er et le 31 août 2025          |
|1060|recherche_materiel        |Aucun matériel ne correspond à votre recherche.             |1          |default              |False        |0          |2025-08-11T23:28:28.637Z|Recherche par numéro de série SN123456 pour un ordinateur   |
|1061|statistiques              |**Statistiques :**\n• **Matériel total :** 6\n  - Informati…|1          |default              |False        |0          |2025-08-11T23:28:35.711Z|Combien d'utilisateurs ont du matériel affecté ?            |
|1062|recherche_materiel        |Veuillez spécifier un code inventaire, un numéro de série o…|1          |default              |False        |0          |2025-08-11T23:28:41.326Z|Quels sont les numéros de série disponibles pour les serveu…|
|1063|unknown                   |Information non disponible dans les données actuelles.\n\nS…|1          |default              |False        |0          |2025-08-11T23:28:49.899Z|Combien de commandes ont été passées avec WANA CORPORATE SA…|
|1064|unknown                   |Information non disponible dans les données actuelles.\n\nS…|1          |default              |False        |0          |2025-08-11T23:29:00.141Z|Quels matériels sont dans le bâtiment A ?                   |
|1065|unknown                   |Information non disponible dans les données actuelles.\n\nS…|1          |default              |False        |0          |2025-08-11T23:29:06.803Z|Statistiques : Coût total des commandes informatiques en 20…|
|1066|unknown                   |Information non disponible dans les données actuelles.\n\nS…|1          |default              |False        |0          |2025-08-11T23:29:12.461Z|Quels sont les utilisateurs ayant effectué des actions admi…|
|1067|recherche_materiel        |**Matériel recherché non trouvé.**\n\n**Matériels disponibl…|1          |default              |False        |0          |2025-08-12T01:39:45.894Z|"Liste tous les matériels informatiques disponibles."       |
|1068|recherche_materiel        |**Matériel recherché non trouvé.**\n\n**Matériels disponibl…|1          |default              |False        |0          |2025-08-12T01:39:52.278Z|"Liste tous les matériels informatiques disponibles."       |
|1069|unknown                   |Total : 4 enregistrements. Détails : • Type: Informations f…|1          |default              |False        |0          |2025-08-12T01:40:19.692Z|"Donne-moi le nombre total d'enregistrements dans la base d…|
|1070|liste_commandes           |Aucune commande trouvée pour la période spécifiée.\n\nSourc…|1          |default              |False        |0          |2025-08-12T01:40:55.956Z|"Quelles sont les commandes du mois dernier ?"              |
|1071|demandes_equipement       |Aucune demande de matériel trouvée.                         |1          |default              |False        |0          |2025-08-12T01:41:02.266Z|"Liste les demandes en attente."                            |
|1072|recherche_materiel        |**Matériel recherché non trouvé.**\n\n**Matériels disponibl…|1          |default              |False        |0          |2025-08-12T01:41:10.341Z|"Liste tous les matériels de marque Lenovo."                |
|1073|liste_fournisseurs        |**Liste des fournisseurs (42) :**\n• 218 LABS SARL (ICE: 00…|1          |default              |False        |0          |2025-08-12T01:41:18.804Z|"Quels fournisseurs ont fourni plus de 2 commandes ?"       |
|1074|recherche_fournisseur     |**Fournisseurs :**\n• 218 LABS SARL (ICE: 001434441000059)\…|1          |default              |False        |0          |2025-08-12T01:41:25.026Z|"Quels fournisseurs ont un ICE commençant par AEBDM ?"      |
|1075|unknown                   |Réponse :\n\nTotal : 3 éléments. Détails : \n• Type: Équipe…|1          |default              |False        |0          |2025-08-12T01:41:39.531Z|4. Tests pour la validation de cohérence RAG-DB             |
|1076|unknown                   |Total : 4 éléments. Détails :\n• gestionnaire info\n• gesti…|1          |default              |False        |0          |2025-08-12T01:41:48.614Z|"Liste les utilisateurs enregistrés."                       |
|1077|unknown                   |Réponse :\n\nInformation non disponible dans les données ac…|1          |default              |False        |0          |2025-08-12T01:41:56.549Z|"Y a-t-il des entités manquantes dans le RAG ?"             |
|1078|unknown                   |Reponse :\n\nAucune information sur des livraisons n'est di…|1          |default              |False        |0          |2025-08-12T01:42:05.321Z|"Quelles sont les livraisons enregistrées ?"                |
|1079|recherche_materiel        |**Matériel recherché non trouvé.**\n\n**Matériels disponibl…|1          |default              |False        |0          |2025-08-12T01:42:12.201Z|"Recherche un matériel inexistant XYZ-123."                 |
|1080|recherche_fournisseur     |**Fournisseurs :**\n• 218 LABS SARL (ICE: 001434441000059)\…|1          |default              |False        |0          |2025-08-12T01:42:23.148Z|"Fournisseurs avec un ICE invalide 123."                    |
|1081|liste_materiel            |**Matériel informatique :**\n• ADD/INFO/010 - Statut: nouve…|1          |default              |False        |0          |2025-08-12T14:20:15.785Z|"Liste les matériels bureautiques avec statut Opérationnel" |
|1082|liste_materiel            |**Matériel informatique :**\n• ADD/INFO/010 - Statut: nouve…|1          |default              |False        |0          |2025-08-12T14:20:18.581Z|"Liste les matériels avec statut nouveau"                   |
|1083|liste_materiel            |**Matériel informatique :**\n• cd14 - Statut: affecte (Séri…|1          |default              |False        |0          |2025-08-12T14:20:29.029Z|"Liste les matériels avec statut affecté"                   |
|1084|unknown                   |Liste des matériaux à l'étage 1 :\n• Type: Équipement infor…|1          |default              |False        |0          |2025-08-12T14:20:59.504Z|"Liste les matériels à l’étage 1"                           |
|1085|recherche_materiel        |**Aucun matériel de marque Lenovo trouvé.**\n\n**Note:** La…|1          |default              |False        |0          |2025-08-12T14:21:24.488Z|"Liste les matériels de marque Lenovo"                      |
|1086|liste_materiel            |**Matériel informatique :**\n• cd12 - Statut: affecte (Séri…|1          |default              |False        |0          |2025-08-12T14:21:46.520Z|"Liste le matériel avec code cd12"                          |
|1087|liste_materiel            |**Matériel informatique :**\n• cd14 - Statut: affecte (Séri…|1          |default              |False        |0          |2025-08-12T14:21:57.776Z|"Liste les matériels avec statut affecté à l’étage 1"       |
|1088|liste_materiel            |**Matériel informatique :**\n• ADD/INFO/010 - Statut: nouve…|1          |default              |False        |0          |2025-08-12T14:22:10.793Z|"Liste les matériels avec statut inexistant"                |
|1089|liste_commandes           |Aucune commande trouvée pour la période spécifiée.\n\nSourc…|1          |default              |False        |0          |2025-08-12T14:22:22.343Z|"Liste les commandes du mois dernier"                       |
|1090|recherche_fournisseur     |**Fournisseurs :**\n• 218 LABS SARL (ICE: 001434441000059)\…|1          |default              |False        |0          |2025-08-12T14:22:32.822Z|"Quelles commandes ont été passées par le fournisseur avec …|
|1091|liste_commandes           |Aucune commande trouvée pour la période spécifiée.\n\nSourc…|1          |default              |False        |0          |2025-08-12T14:22:42.437Z|"Liste les commandes avec numéro BC-2023-456"               |
|1092|statut_livraison          |**Statut des livraisons :**\n**Livraisons retardées de plus…|1          |default              |False        |0          |2025-08-12T14:22:56.285Z|"Quelles livraisons sont en retard pour des commandes de 20…|
|1093|liste_fournisseurs        |Aucun fournisseur n'a fourni plus de 2 commandes.\n\n*Sourc…|1          |default              |False        |0          |2025-08-12T14:23:14.941Z|"Quels fournisseurs ont fourni plus de 2 commandes en 2025 …|
|1094|recherche_fournisseur     |**Fournisseurs :**\n• 218 LABS SARL (ICE: 001434441000059)\…|1          |default              |False        |0          |2025-08-12T14:23:24.969Z|"Liste les fournisseurs avec ICE commençant par 0015"       |
|1095|demandes_equipement       |Aucune demande de matériel trouvée.                         |1          |default              |False        |0          |2025-08-12T14:23:33.994Z|"Liste les demandes en attente pour gestionnaire info"      |
|1096|unknown                   |Demandes approuvées :\n• Type: Demande équipement | demande…|1          |default              |False        |0          |2025-08-12T14:23:57.104Z|"Quelles demandes ont été approuvées en 2025 ?"             |
|1097|demandes_equipement       |Aucune demande de matériel trouvée.                         |1          |default              |False        |0          |2025-08-12T14:24:00.371Z|"Liste les demandes associées au matériel cd12"             |
|1098|liste_materiel            |**Matériel informatique :**\n• ADD/INFO/010 - Statut: nouve…|1          |default              |False        |0          |2025-08-12T14:38:59.138Z|"Liste les matériels bureautiques avec statut Opérationnel",|
|1099|liste_materiel            |**Matériel informatique :**\n• ADD/INFO/010 - Statut: nouve…|1          |default              |False        |0          |2025-08-12T14:39:14.088Z|"Liste les matériels avec statut nouveau",                  |
|1100|unknown                   |Total : 4 éléments. Détails :\n• Type: Équipement informati…|1          |default              |False        |0          |2025-08-12T14:39:35.266Z|"Liste les matériels à l’étage 1",                          |
|1101|liste_materiel            |**Matériel informatique :**\n• cd12 - Statut: affecte (Séri…|1          |default              |False        |0          |2025-08-12T14:39:38.581Z|"Liste le matériel avec code cd12",                         |
|1102|statistiques              |**Statistiques :**\n• **Matériel total :** 6\n  - Informati…|1          |default              |False        |0          |2025-08-12T14:39:55.885Z|"Combien de matériels informatiques sont affectés ?",]      |
|1103|unknown                   |Règle numéro 1 appliquée !\n\nAucune information concernant…|1          |default              |False        |0          |2025-08-12T14:46:16.564Z|code inevnatire de call server                              |
|1104|recherche_materiel        |Veuillez spécifier un code inventaire, un numéro de série o…|1          |default              |False        |0          |2025-08-12T14:46:44.572Z|code inventaire de call server                              |
|1105|unknown                   |Matériel trouvé : Call Server, Statut Inconnu.\n\nSource : …|1          |default              |False        |0          |2025-08-12T14:46:53.751Z|call server                                                 |
|1106|statistiques              |**Statistiques :**\n• **Matériel total :** 6\n  - Informati…|1          |default              |False        |0          |2025-08-12T14:50:05.551Z|Combien de matériels informatiques sont affectés ?          |
|1107|liste_materiel            |**Matériel informatique :**\n• cd12 - Statut: affecte (Séri…|1          |default              |False        |0          |2025-08-12T14:50:13.595Z|Liste le matériel avec code cd12                            |
|1108|liste_materiel            |**Matériel informatique :**\n• cd13 - Statut: affecte (Séri…|1          |default              |False        |0          |2025-08-12T14:50:19.251Z|Liste le matériel avec code cd13                            |
|1109|liste_materiel            |**Matériel informatique :**\n• cd14 - Statut: affecte (Séri…|1          |default              |False        |0          |2025-08-12T14:50:23.193Z|Liste le matériel avec code cd14                            |
|1110|liste_materiel            |**Matériel informatique :**\n• ADD/INFO/01000 - Statut: nou…|1          |default              |False        |0          |2025-08-12T14:50:45.369Z|Liste le matériel avec code ADD/INFO/0100                   |
|1111|unknown                   |Matériel trouvé :\n• Équipement informatique | numero_serie…|1          |default              |False        |0          |2025-08-12T14:51:25.032Z|Liste les matériels à l’étage 1                             |
|1112|liste_materiel            |**Matériel informatique :**\n• ADD/INFO/010 - Statut: nouve…|1          |default              |False        |0          |2025-08-12T14:51:42.582Z|Liste les matériels avec statut nouveau                     |
|1113|liste_materiel            |**Matériel informatique :**\n• ADD/INFO/010 - Statut: nouve…|1          |default              |False        |0          |2025-08-12T14:52:00.679Z|Liste les matériels bureautiques avec statut Opérationnel   |
|1114|liste_materiel            |**Matériel informatique :**\n• ADD/INFO/010 - Statut: nouve…|1          |default              |False        |0          |2025-08-12T15:21:48.344Z|Liste du matériel informatique                              |
|1115|recherche_materiel        |Veuillez spécifier un code inventaire, un numéro de série o…|1          |default              |False        |0          |2025-08-12T15:23:03.601Z|code inventaire de baie                                     |
|1116|unknown                   |Commandes ce mois-ci :\n\nTotal : 2 commandes. Détails :\n•…|1          |default              |False        |0          |2025-08-12T15:23:14.239Z|Commandes ce mois-ci                                        |
|1117|unknown                   |Information non disponible dans les données actuelles.\n\nS…|1          |default              |False        |0          |2025-08-12T15:25:58.413Z|Qui est le fournisseur avec l’ICE 001527682000090 ?         |
|1118|unknown                   |Reponse basée sur le contexte :\n\nAdresse : IMM PROMOFFICE…|1          |default              |False        |0          |2025-08-12T15:26:15.289Z|Donne-moi l’adresse de BROME CONSULTING & TECHNOLOGY.       |
|1119|unknown                   |Fournisseurs situés à Casablanca :\n• COHESIUM (adresse: 40…|1          |default              |False        |0          |2025-08-12T15:26:37.642Z|Quels sont les fournisseurs situés à Casablanca ?           |
|1120|liste_fournisseurs        |Aucun fournisseur n'a fourni plus de 2 commandes.           |1          |default              |False        |0          |2025-08-12T15:26:43.506Z|Quels fournisseurs ont un registre de commerce commençant p…|
|1121|liste_commandes           |**Commandes informatiques:**\n- BC23: TECHNICOVIGILE (Date:…|1          |default              |False        |0          |2025-08-12T15:27:16.131Z|Quelle est la durée de garantie de la commande BC23 ?       |
|1122|unknown                   |Matériel trouvé : Commande 123, Statut BC.\n\nSource : Donn…|1          |default              |False        |0          |2025-08-12T15:27:24.829Z|Quelle commande a été faite au fournisseur 3STD ?           |
|1123|unknown                   |Information non disponible dans les données actuelles.      |1          |default              |False        |0          |2025-08-12T15:27:41.972Z|Donne-moi la facture associée à la commande du 04/07/2025.  |
|1124|liste_materiel            |**Matériel informatique :**\n• ADD/INFO/010 - Statut: nouve…|1          |default              |False        |0          |2025-08-12T15:27:45.892Z|Liste le matériel avec statut nouveau.                      |
|1125|recherche_materiel        |Veuillez spécifier un code inventaire, un numéro de série o…|1          |default              |False        |0          |2025-08-12T15:27:53.520Z|Qui utilise le matériel avec numéro de série sn12 ?         |
|1126|recherche_materiel        |Veuillez spécifier un code inventaire, un numéro de série o…|1          |default              |False        |0          |2025-08-12T15:27:58.799Z|Où est stocké le matériel Dell Latitude 5411 MLK XCTO ?     |
|1127|liste_materiel            |**Matériel bureau :**\n• ADD/INFO/01094 - Statut: Opération…|1          |default              |False        |0          |2025-08-12T15:28:06.837Z|Quels matériels sont affectés à gestionnaire bureau ?       |
|1128|unknown                   |Information non disponible dans les données actuelles.\n\nS…|1          |default              |False        |0          |2025-08-12T15:28:21.832Z|Quels modèles d’écrans sont disponibles ?                   |
|1129|unknown                   |Total : 1 élément. Détails : • PC portable (Score de pertin…|1          |default              |False        |0          |2025-08-12T15:28:28.427Z|Donne-moi les références des PC portables.                  |
|1130|unknown                   |Total : 1 élément. Détails : • Switch (Score de pertinence …|1          |default              |False        |0          |2025-08-12T15:28:33.838Z|Quels modèles de switch possédons-nous ?                    |
|1131|unknown                   |Information non disponible dans les données actuelles.\n\nS…|1          |default              |False        |0          |2025-08-12T15:28:43.926Z|Quel est le prix unitaire du Lenovo ThinkSystem DE2000H dan…|
|1132|liste_materiel            |**Matériel informatique :**\n• ADD/INFO/010 - Statut: nouve…|1          |default              |False        |0          |2025-08-12T15:28:46.052Z|Donne-moi toutes les commandes liées à du matériel informat…|
|1133|unknown                   |Matériel trouvé : None, aucune information disponible sur l…|1          |default              |False        |0          |2025-08-12T15:28:55.103Z|Quels fournisseurs ont livré un serveur en 2025 ?           |
|1134|unknown                   |Information non disponible dans les données actuelles.\n\nS…|1          |default              |False        |0          |2025-08-12T15:28:59.784Z|Quels utilisateurs ont reçu du matériel de type baie ?      |
|1135|liste_materiel            |**Matériel informatique :**\n• ADD/INFO/010 - Statut: nouve…|1          |default              |False        |0          |2025-08-12T15:29:02.756Z|Liste le matériel avec une garantie inférieure à 3 mois.    |
|1136|structured_search         |**Fournisseur trouvé :**\n• **Nom :** WANA CORPORATE SA\n• …|1          |default              |False        |0          |2025-08-12T15:58:38.961Z|Qui est le fournisseur avec l’ICE 001527682000090 ?         |
|1137|unknown                   |Une erreur est survenue lors de la génération de la réponse…|1          |default              |False        |0          |2025-08-12T15:59:05.731Z|Donne-moi l’adresse de BROME CONSULTING & TECHNOLOGY.       |
